usr_code,title,review,rating,place,travel_date
949sharonl,A nice little aquarium ,"Situated on the campus of UCSD, this aquarium is a draw for  students, families and other visitors.  I was mesmerized by the sea dragon exhibit.  They are beautiful to watch.  I also enjoyed watching the feeding of the huge sea turtle.  The exhibits put you face to face with many of the local fish and fauna....it is amazing to see.  One can only imagine being in the ocean with them!  Although there is an entrance fee, parking is free.",40,Birch Aquarium at Scripps,November 2019
sassytasha01,WORST EXPERIENCE EVER AT A VENUE!!!,"--Maybe you should list ALL of the prohibited items on your website, so other guests in the future don't have the same horrible experience I did.",10,Petco Park,October 2019
SoCalAdventureSeeker,Park tour was great,My company has season tickets to Padre Games so I get to visit Petco park regularly for games.  A few weeks ago I took my team for a Park tour and it was great.  The tour gives you an opportunity to see other parts of the park and even stand on the field.  We learned about the history of the park as well as the athletes who have played for the Padres.  ,40,Petco Park,September 2019
Juan S,Best Ballpark,"I'm a season ticket holder, and love this park! tons of food and beverage choices, great views from the seats!now we need to keep improving the team!",50,Petco Park,September 2019
970joant,Great ball park ,Good for family ,50,Petco Park,April 2019
David O,Fantastic baseball stadium,Very good food and drink brought to our seats.   A very great experience.  Cannot wait until next season.,50,Petco Park,September 2019
Islands43,Beautiful Views...Used to SCUBA here in my teens!,"watch the waves and others who venture the waters.  Gorgeous shops near by if you need a gift or a ""Bite to Eat"".",50,La Jolla Caves,June 2019
Jeff F,Sunset and surfers,"Great views of both Sunset and surfers. Parking a challenge unless staying on Neptune Street. Park on a side street and walk down the hill the view, the rocks and sand are worth it.",50,Windansea Beach,March 2018
richgG3228BE,Love this beach,It's small but has lots of little spots to hang out and watch the surfers.  Not really a swimming beach. ,50,Windansea Beach,March 2018
nateregehr,Windansea,I only say Terrible because I live here and don't want the place to get any more crowded.  Awesome beach.  Best beach in Southern California.,10,Windansea Beach,February 2018
CaribbeanFan79,"Beautiful Beach, rough water",Had a great family outing at the beach. Beautiful sweeping views however the surf is rough so keep an eye on the kids.,40,Windansea Beach,April 2018
smatjapan,"surf's up,dude!",see locals surf and heavy high surf pound the shore. not great for swimming but lovely for viewing. parking is difficult so plan to walk a block or two. worth it!,50,Windansea Beach,December 2017
cherylg365,Fun to be able to go into the caves!,"The waves do not always allow kayakers to enter the caves, but they cooperated on our visit.  The guys really enjoyed getting inside and seeing the formations.",40,La Jolla Caves,June 2019
EYT65,Gorgeous. Worth a stop,Beautiful walk along the coast in LaJolla.  Walk along the promenade and take a swim with the seals and sea lions!  Very worthwhile. ,50,La Jolla Caves,June 2019
FromNowhere85,STAIRS. Lots of stairs! Fun though.,"I grew up near here and had never been down into the caves. So I finally did it at 52 years old. READ THE NOTES at the door before you do this. There are 144 slippery, steep stairs to go down...and back up. People younger and fitter than me came out of there panting. If you're up for it, though, do it. Pretty cool view at the bottom. And once you catch your breath, they have a cool gift shop too. ",40,La Jolla Caves,August 2019
happymomx3,"Love, love, love this!","For those with limited mobility, the steps in The Cave Store may be a bit much. Also, if you walk out on the cliffs just down from the cave store, be careful. We saw several people slip and fall. Wear good shoes. ",50,La Jolla Caves,August 2019
Lisa M A,Family friendly,"Great place to spend time with family and friends, safe and easy to access beach! Plenty of parking. Plenty of areas to shop and eat",50,Windansea Beach,June 2019
453karinl,The best beach ever !!,A must when you visit La Jolla or the San Diego area ... a beautiful and serene beach filled with surfers and sunbathers .. you'll spend a most relaxing and enjoyable day!!!,50,Windansea Beach,July 2019
0221Serendipity,Pristine Beach,We visited Windandsea Beach and were stunned by the pristine beauty and cleanliness of this beach. The crystal clear waters are amazing and refreshing on a hot summer day. Surprisingly not very crowded for such a popular beach.,50,Windansea Beach,July 2019
ajps1020,Watta beach!,Beautiful beach in LaJolla.  One of my favorites.  You can relax while watching the surfers and listening to the waves crash against the shore. There are some small coves for more privacy.  And the sunset is phenomenal.  ,50,Windansea Beach,July 2019
insight2actions,Better than the tourist beaches!,"Love, love, love this beach! Much larger, more surfers and way easier parking! The rocky coast makes the sunsets much more beautiful!",50,Windansea Beach,August 2019
Tiena N,Lighthouse self tour,Great views from the lighthouse. Fun to go inside and see what it was like to live and work in a lighthouse.,50,Cabrillo National Monument,November 2019
561stevent,Amazing!,"Pack a lunch, you can be there all day. It is a $20 entrance fee and parking is not easily found in some areas ",50,Cabrillo National Monument,November 2019
marielP4880UY,Family Vacation ,Beautiful views and a hiking trail that provides a good workout. Must see the tide pools on the north side with views to the Coronado islands. ,50,Cabrillo National Monument,November 2019
lisascurr,Breathtaking Views,This beach is gorgeous. Everything from the sand to how the water breaks over the rocks to how the surfers glide through the waves. I like it better than most any other beach. Must see!,50,Windansea Beach,December 2017
heram88,Stay Here!,"We rented a condo right on this beach, and it was awesome! The views were amazing and it was a great location in La Jolla. The beach was clean and not crowded over the winter holidays. Great spot for surfers and to people watch surfing. Felt very local and private. Not sure if parking would be easy as it seems to be in more of a local neighborhood, but our condo came with parking and we literally just crossed the road to access the beach. The sunrise and sunsets are truly beautiful. Also a Great family spot to bring the kiddies.",50,Windansea Beach,January 2018
Lola Elizabeth M,One of the most popular surfing locations,"Again, parking is a challenge as it is at any beach in San Diego.  This beach is known for surfing and there are often weddings under the little palm hut.  Great sunset viewing, good beach for children.  There are no services of any kind within walking distance, not food, not drinks, not bathrooms.  Plan for that!",50,Windansea Beach,January 2018
Tyzanabc,sunset is incredible!,"Windansea beach is phenomanal. Gorgeous sunset, especially if you get a spot near the hut. Lots of surfers to watch.",50,Windansea Beach,November 2017
BnThrDnThat,Great for strolling or just sitting,We walked along the shoreline at both sunrise and sunset.  The ocean is so calming for us.  Great place to sit and soak up the views.	We found parking on the side streets quite easily.,40,Windansea Beach,January 2018
csilver2,Great view! ,After many trips to San Diego this was my first visit to this area. We loved the tide pools. Make sure to check for best time for low tide. ,50,Cabrillo National Monument,November 2019
SPN21,great spot for views and a sense of history,There are trails for those who wish to hike the area.,50,Cabrillo National Monument,November 2019
richpbel,Fun at the border- literally!,Five minutes after we were at Border Field State Park dipping our toes in the Pacific. The photo shows our deluxe funnel cake - the small one!,50,San Diego Factory Outlet Center,September 2016
Yesenia C,Not real Outlets,"There are no true outlets in this shopping mall. There is a lot of stores that sales the same products for the same prices as in regular shopping malls. If you’re looking for outlet prices, I would suggest going to Ross, Marshalls or Tj Maxx. They are all nearby.",40,San Diego Factory Outlet Center,April 2016
Ruben R,Weak,Not many brands. Not many deals. So frustrated to drive from Tijuana just for this place and the results were disappointing.,20,San Diego Factory Outlet Center,June 2016
ChickieCh,Highly recommend ,Great outdoor shopping experience where there are many brandname stores offering lots of variety. Its hard not to find what you may be looking for. ,50,San Diego Factory Outlet Center,April 2017
123LS,Regular stores,Lots of shops but this is not a true outlet regular items at usual retail prices with the exception of Levi's. Ok if you want run of the mill shops. Up side lots of parking and not busy,30,San Diego Factory Outlet Center,June 2017
VisitfromAus,Beautuful!,Beautifully laid out gardens and stunning buildings. We were fascinated by the huge pipe organ . Learning all about the history was so interesting.  Balboa Park is a must see when visiting Sad Diego.,50,Balboa Park,November 2019
Frpp,Amazing ,"What an amazing place we had in San Diego. The Balboa Park is beautiful, has so much to do and see... unfortunately we didn’t have much time to spend and it started raining but you can spend easily an entire day there and not see everything... loved it!",50,Balboa Park,December 2019
Lancefam8,Sunday in the park,Park is beautiful. Very busy. Plan on using the restroom somewhere else. They were nasty!!! Make sure to hear the organist.,40,Balboa Park,August 2019
DT1824,Balboa Park is Beautiful!,"We thoroughly enjoyed walking around Balboa Park. It was delightful! We walked through the heart of the park and saw a fountain, reflection pond, waterfall, gigantic outside organ, scenic trail, historic bridge, and arboretum. The Spanish influenced architecture is beautiful. We viewed many of the 22 museums from the outside and toured the free museum about San Diego. It is there that we viewed an award winning video about Balboa Park. It is very interesting! We plan on going back to tour through more museums.",50,Balboa Park,November 2019
tedact,Fabulous,We visited this spot early. It was so beautiful. The rocks and waves were relaxing. The surfers were starting to gather and it was great to watch. It is worth a stop and some great photos.,50,Windansea Beach,May 2017
IdahoUSAto-,Jewel Beach is my new secret name for this one.,"I hate to give this jewel away, but it gets no better for a day in the sun and waves. The surf gets pretty big here so be careful for yourself and especially young ones. Great surfing, boarding or just lounging. A favorite for locals! Unusual weather in the 90's made this very special... had to do it two days in a row! ",50,Windansea Beach,October 2017
67craigw,Beach area,"Better describes it.  Rocky and sandy nestled on coast.  Not your east coast beach.  But nice place to walk after dinner, enjoy sunset, ocean, etc.  Peaceful.",40,Windansea Beach,September 2017
Steve R,Great sunset beach,"Added bonus is that there is a really good, hole in the wall taco place/ stand right there...I mean really good tacos and burritos.",40,Windansea Beach,October 2017
Vera092014,Birthday celelbration,Got to see waves and surfers as there is no surfing in the Village of La Jolla.  Fun to see the surfers.,40,Windansea Beach,October 2017
oregonsue2016,Air & Space Museum was the only one open,We didn’t see the par very much due to up coming December Nights preparations. We look forward to returning!,50,Balboa Park,December 2019
karendyer,Wonderful three months of the year!,"The park and beach at La Jolla Shores is wonderful in Spring, Fall, and Winter.  The beach and parking lot is much too crowded in summer months.  As a local, I avoid the park in summer but it is our ""go to"" beach walk the rest of the year.  What makes the park particularly attractive is the proximity to Scripps Institution of Oceanography, the cliffs, overlooking the shoreline, the mean break and many surfers right off the beach, and the interesting SIO pier used solely for scientific research.  Combine a visit to the beach, a visit to the SIO aquarium and a visit to the nearby Beach Burger.",40,La Jolla Shores Park,October 2019
AlexaS365,Nice beach and playground for the kiddies.....,"Get there early parking is a premium.  There is a small parking lot and parking around the area when you can find one.  Pack a picnic basket, bring an umbrella & chairs.  For the most part the beach is pretty clean other than seaweed that washes ashore.  There is an area separated for the surfers that frequent this beach and you will know as lifeguards post it.  Dogs allowed after 6:00pm, but if you bring your dog it must be confined to your area and must be  leashed.  There are restrooms & showers for your convenience.  There's a pretty nice playground for the kids and a grassy null you can use.  There are many children so keep your eyes on your kids.  There is a lifeguard tower here as well for your safety.",40,La Jolla Shores Park,June 2019
Kent19672014,What a mass of humanity,"It's a beach, which is great.  It's super crowded, which sucks.  Maybe a visit during the week would be better than a Sunday visit, duh.",30,La Jolla Shores Park,November 2019
Geo G,Nice park and beach!,"Spent the 4th of July at this park/beach.  Unless you have friends or family that have a spot there, I would not recommend for the 4th of July.  Parking could be a mile away.  Very crowded, but fun to be in the middle of all the activities.  The beach is very nice, but again, very crowded on this holiday.",50,La Jolla Shores Park,July 2019
douglas d,Nice beach!,Beautiful sandy beach. Tight parking. A few nice restaurants in walking distance. In June you can snorkel with hundreds of leopard sharks--harmless.,50,La Jolla Shores Park,August 2019
Lauri W,Handy place to take children to beach and see seals,You can do and see a lot right in this area. Take the kids to the childrens beach and site seeing along the coast. There are showers near the beach as well.,10,Children's Pool,October 2019
MrsKyleS,See the seals! ,"Lovely coastline to walk on a gorgeous SoCal day. Lots to see, including the seals, sea lions and birds! So fun!",50,Children's Pool,October 2019
Isaycris,Amazing!!!!,"We enjoyed it very much, it´s amazing to see the sea lions with their babies!!",50,Children's Pool,March 2019
Getyamoneysworth,Children's pool,Neat place to see sealions and seals up close and personal in their natural environment. Free parking is hard to find but there are plenty of paid parking areas. Lots of restaurants and boutiques within walking distance. Fun way to spend the day.,50,Children's Pool,November 2019
Eve212015,"Beautiful, beautiful, beautiful ","Visited the children’s pool while in La Jolla over thanksgiving. Lots of seals within arms length basking in the San Diego sun. The waves were so high splashing fresh ocean water over the wall, creating a shower of sorts over the children’s pool. Beautiful ocean views, beautiful skies. Just a wonderful feeling that words cannot describe enough. You have to visit to experience for yourself. ",50,Children's Pool,November 2019
anadeinera,Exciting and beautiful ,"I’m a La Jolla local and I frequent the Gliderport often for fun, beautiful views, good casual food and the social scene. There’s a great mix of people visiting to take in the sights, and the vibe is always good. I’ve flown with the tandem pilots a few times and I love it! An incredible and unique way to experience San Diego for it’s beautiful coast from above. Try it on a Saturday for the live music and barbecue, or go on a weekday and take the hike down to Blacks for a beach walk- 18&up recommended on that beach though :) ",50,Torrey Pines Gliderport,March 2019
Lynne0725,Beautiful Views,"On a recent trip to San Diego we stumbled upon this site while looking for parking for the Salk Institute. The parking lot was full of stuent cars from one of the nearby campus buildings. The parking lot was not paved and dirt settled all over the cars in very little time, which is good to know if you ae planning a visit.  Seeing the gliderport we decided to park. The views were magnificent. Nothing was going on at the gliderport so we decided to walk to the cliff, discouraged when the site is active. It is very rough terrain, but the views were worth it.  We were there around 10 a.m., but no one was around. It is one of those places where we would like to return when more is going on. Wish we had known about this place prior to our trip; my daughter, in particular, would have loved to give it a try.",40,Torrey Pines Gliderport,November 2019
OneSeaSun4Fun,Quiet beach with natural beauty,"As far as we can tell, this is one of San Diego's quieter beach spots. It's nestled in a residential neighborhood. Very few services, but a nice, natural stretch of beach with big boulders. ",50,Windansea Beach,February 2017
Cang N,One of San Diego's many many beauties!,"If body boarding is your thing, this place has shore breaks, be extra cautious on big days. It has a reef break here for surfers too, but it's not that big of an area, so be prepared to compete if your up for it. Hanging out at the beach is fantastic too, enjoy the cliff side views and gorgeous houses on the bluffs. Bikini game here is strong, needless to say it's a fantastic view all around. ",50,Windansea Beach,August 2017
walt6633,Serene,Wndansea is minutes from the touristy La Jolla beaches and offers quiet beaches with beautiful sunsets. ,50,Windansea Beach,October 2016
travish148,Beautiful beach,I don't know if you can find a more beautiful beach in all of La Jolla! Clean and beautiful beach that didn't seem to be too crowded ,50,Windansea Beach,October 2016
justplanatrip,One of the best hidden spots,"I love this little beach area in La Jolla.  It is mostly locals that live nearby or surfers.  It is a beautiful and peaceful area in La Jolla.  You can find street parking here in the Summer if you are visiting and walk a few blocks only to plant your towel or chair in the sand.  It is NOT a huge beach, so enjoy the space.  One of the best times to go is early in the morning while it is nice and quiet to watch the sun coming up!   A GEM. ",50,Windansea Beach,September 2017
FamiliaTravelrs,Another neat place to see,The gliders were amazing. I am glad we stopped to see these dating and gutsy fliers. The wind was perfect and timing was right. ,50,Torrey Pines Gliderport,November 2019
Chillin_W_Chillun,"My kids loved it.  Great pilots, Exhilarating, Fun Adventure",We took our two young teenagers here on a lark one Saturday morning.  Everything was simple and efficient.  They were airborne within 15 minutes of signing the paperwork.  The pilots were professional and friendly.,50,Torrey Pines Gliderport,June 2019
douglas d,Spectacular!!!,Awesome to see the hangliders and parasailers flying above 200-300 foot cliffs with Blacks Beach below. Cute little snack bar/cafe to eat at.,50,Torrey Pines Gliderport,November 2019
Tiena N,Great Sunset,A great place to watch the sunset! We parked along the side of the road and walked about 100 feet to the cliffs to watch.,50,Sunset Cliffs Natural Park,November 2019
IlianaYP,Sunset Drive,A beautiful shore drive wwith breath taking views. Plenty of easy parking along the way.  I stop and enjoyed the viewed. Definitely worth the stop. It was a nice way to say bye to this beautiful little area in San Diego.,50,Sunset Cliffs Natural Park,August 2019
ktakens,Gorgeous views!,Absolutely beautiful area with a lot to explore! I recommend adults only as many areas are not safe for children who may wander too close to cliffs.  Check the tide before you go as high tides and big waves can make it more challenging to explore some of the areas.  I also recommend hiking shoes if you plan to explore and not wear flip flops like i did. ,50,Sunset Cliffs Natural Park,December 2019
Bamboo708,Great views,This was a perfect way to spend few hours near the water. The drive was easy and once there the ability to get out and walk around was without difficulty.,50,Sunset Cliffs Natural Park,November 2019
Roving634691,Beautiful view! Wish it had been a sunny day.,It was easy to get to the Sunset Cliffs. We took the 101 from Carlsbad and enjoyed the views along the way.,40,Sunset Cliffs Natural Park,December 2019
NateDawgMama,Nice aquarium but very small.,"This is a nice aquarium however many of the exhibits are really small.  We had older kids, 11 and 15, and it was not as interesting as some other aquariums we have been to.  We thought they would have larger tanks with larger fish, but this aquarium seems to focus more on seahorses.  The seahorse exhibits were really interesting.",30,Birch Aquarium at Scripps,November 2019
David D,OK but nothing special,"Compared to, for instance, outstanding Chicago Shedd aquarium, it is average at best, but it was OK.",30,Birch Aquarium at Scripps,November 2019
Superdupersha,Sea dragons are real!,Definitely worth a visit,40,Birch Aquarium at Scripps,November 2019
Way2013,Great Visit,"Birch Aquarium is a small, but interesting aquarium to visit.  There are some very interesting species of sea life at this aquarium.  Our favorite was the sea dragon sea horse.  It is just one incredible sea horse unlike the sea horses you normally think of.  There are some other interesting species of fish and sea life at the aquarium too.  Well worth visiting.",50,Birch Aquarium at Scripps,November 2019
X6560EAdianeg,Different aquarium,"The aquarium is smaller in size, but has an Awesome display of sea dragons and sea horse. Giant Kelp is a great display too.",50,Birch Aquarium at Scripps,December 2019
770paulk,Week long vacation in San Diego,"Great tour. We saw the park from so many places. Including the visitor club house. The VIP lounge area. The press box and much, much more.",50,Petco Park,October 2019
Chad M,Petco Park Visit - Nov 2019,"Mike did a great job showing us around on a gorgeous morning. We walked the status and got to see the club levels, guest locker room, batting cages, walked on the field, and then visited the new items in the gift shop. They just changed back to brown and yellow and I love the look.",50,Petco Park,November 2019
Padrefan101,Padre game.,Best MLB stadium ever! Very clean unlike Dodger Stadium. Great food and giveaways. Cool warehouse in left field. Great for anyone. Go Padres!,50,Petco Park,June 2019
staffsdogmum,Fantastic tour - even for baseball beginners! ,"We had a great tour of the Petco stadium, I wish I could remember the tour guides name as he did a fantastic job, incredibly knowledgeable. The tour does feel like you get chance to see everything - you don’t get to visit the actual padres dressing room but our guide explained it was because the players use the facility during off season, which made sense. All in all, good value for money and would recommend! ",50,Petco Park,November 2019
Stanton1234,"Billed as the best ball park in the major leagues, and I agree.","This is a must do and see for anyone who loves or doesn't love baseball.  The drinks and food are a little pricey, but so is every other ball park in America.  Go see this amazing facility and have some fun in the sun. ",50,Petco Park,September 2019
Dee D,"Interesting history, scenery and wildlife","We kayaked to the caves and were able to enter one of the arches.  Sea lions, pelicans, cormorants everywhere.  Very cool...",50,La Jolla Caves,September 2019
Nature_Beaches,"Mesmerizing Views, Beautiful Location and great place to Visit.","If you go where Sea Lions are there, you will need to face bad smell around that area.",50,La Jolla Caves,April 2019
avd_travel,Awesome views,"While you have to pay to actually go down to the caves, you can view them from the area to the side of the cave building. There are tons of sea birds there to watch and sea lions and seals close by. Definitely worth stopping to see then walking down the road to the cove and tidepools",50,La Jolla Caves,October 2019
63impala,Good place to spend some time,We stopped on a recent trip through the area to the caves and headed down the stairs to the boardwalk and looked out from the cave. Be prepared to climb back up the 145 (I think it is) stairs to the top.,40,La Jolla Caves,September 2019
Laura R,The caves are closed.,There has been a major collapse in the cave.   Last I heard the City had closed them.   You can call San Diego Parks and Rec. to check this out.   It is kind of fun to see the cave if you can.  Again parking in La Jolla can be a pain.,10,La Jolla Caves,October 2019
823JamesA,Beautiful beach,A beautiful stunning beach wish we could have spent more time there. Very peaceful especially when not many people around,50,Windansea Beach,September 2019
Jr4798,California beach's, Also visited Chula vista where we got a hotel and Coronado island where we enjoyd a nice sushi and drinks.,50,Windansea Beach,September 2019
raj b,Windansea Beach,This is a different kind of small rocky beach and has lots of surfers. Not really a swimming beach. The only minus to this experience is the lack of parking. It is a challenge to find a spot in this residential area.,40,Windansea Beach,May 2019
amnews6,A pleasant walk,"Windansea Beach is a less-crowded area of La Jolla. If all you are looking for is a good ocean-view walk, come here. Plenty of parking on side streets. ",40,Windansea Beach,February 2019
tamsomlao,Nice beach,"I like this view when you come by the street and you see, the sea in blackground.",50,Windansea Beach,October 2019
alicemL5229RV,Check the tides!,"We didn't go to the actual monument, but we went down by the tide pools. There is a paved pathway down to the beach, and then it is a short walk to the tide pools, which is very neat to see. Unfortunately, because of the rising/waning tides, depending on when you go, your experience can be very different. We went kind of at the beginning of high tide so we couldn't really get to the big tide pool, but the water washed up enough to get some animals in some of the smaller pockets of water. We saw some fish and little crabs. There's some info before you get down there that shows you what kind of animals you can expect to see, but we didn't see a whole lot. If you do end up going when the tide is higher or rising, expect to get wet. The waves splashing in drenched us when we went a little too far out so maybe bring some extra clothes. It was a different experience for my kids (2 and 5), and they really enjoyed exploring, but if you've seen tide pools before, this probably isn't a really good one. Also expect a bit of a climb to get down there. There are some pretty steep areas that my 5 year old was scared to go on by himself.",50,Cabrillo National Monument,August 2019
Linder200 D,Great place to visit!,Spent 5 hours touring and hiking.  Fantastic views and so much to see.  Part of the National Park Service so bring your NP pass.  ,50,Cabrillo National Monument,December 2019
Carla_2009,Worth getting there early to avoid the ques,"Free parking and plenty of it, we walked the coastal path down the cliff face, take your time, there is so much wildlife to see, you just need to be still sometime.  We also walked along the cliff top where you can look for migrating whales ( none seen) and then we drove down to the rockpools area.  Spending around 4 hours here, we will definately return in the Whale season.",50,Cabrillo National Monument,November 2019
Schnickel2016,Beautiful views,"The drive up to the Monument is beautiful already. You pass thru the Fort Rosecrans Cemetery. There is a small gift shop at the Monument. We brought our own binoculars, but I saw a sign that said that you can rent them at the gift shop. Great views over the ocean and the city. I would rate this the #1 sight to see in San Diego.",50,Cabrillo National Monument,November 2019
mac216ster,Beautiful birds-eye view of San Diego!!,This is one of my many favorite spots to visit there.,50,Cabrillo National Monument,November 2019
dfndr90,Lots of stores with a great selection,It does get crowded so I would recommend going early. Be aware the mall exit is the last exit before crossing the border. Traffic actually going across the border backs up beyond the exit so you may get stuck in this traffic. You might look for alternate routes during the busy border crossing times.,50,San Diego Factory Outlet Center,October 2018
Pink P,Meh!,Nothing special.  Pleasant outdoor outlet mall with typical southwest architecture/atmosphere.  But no real bargains.  Prices no cheaper than regular stores and in some cases (perfume stores) the prices were actually higher.  The only reason to visit here is its proximity to the US/Mexico border.,30,San Diego Factory Outlet Center,May 2019
Christopher D,Plenty of bargains!,"I visited here during a one week stay in San Diego. The location isn’t exactly right next to the tram station, however, is within walking distance for those who are relatively fit and can stand the heat. There are a large variety of retailers here including major brands such as Nike, Adidas, Footlocker, Asics, Nautica and others. It’s a great location for having so many outlet stores in one spot and the prices are generally great! There were some food and drink options available though some of these had shut for the day (I did visit on the 2nd January though) or didn’t open at all. Overall a good experience and next time I’m in San Diego I’d happily visit again to snap up some bargains!",40,San Diego Factory Outlet Center,January 2019
Tanyajoie,Great shopping area,"Good group of stores, great customer service, good prices everything and anything your heart could desire ",50,San Diego Factory Outlet Center,May 2019
Adrian J,"A large and fun outlet mall, very close to the Mexican border","I spent a fun few hours at the San Diego Factory Outlet Center at Plaza Las Americas.  There are a great range of stores, and while not everything was all that cheap, you could find some real bargains by looking at the clearance sections of many stores.  This place is extremely close to the Mexican border and I understand that some of the shop staff cross the border from Mexico to work here.  There were obviously many Mexican visitors on the day I went.  I found it interesting to see a significant number of Mexican-plated cars in the parking lot, and there was a lot of Spanish being spoken.  As well as an impressive range of stores, there is a pleasant food court area.  Visitors should also note that there is a large Ross Dress for Less just across the road from the Outlet Center for further clothing bargains.  To get here by public transport, as I did, take the Blue Line train to Iris Ave, and then catch the 957 bus which stops directly outside the Outlet Center.",50,San Diego Factory Outlet Center,November 2019
Jonsey453,Impressive,"Volunteers tending the Monument informative and helpful,well worth a visit",50,Mt. Soledad National Veterans Memorial,November 2019
cv91913,Lovely tribute,Lovely tribute to soldiers. Added is a spectacular view and minutes away from any la Jolla attraction. Free. Ample parking.,40,Mt. Soledad National Veterans Memorial,February 2019
Peter R,Amazing View & Amazing Heros' pictures,"Standing on top of Mount Soledad, surveying miles and miles of ocean and land, all the way to Mexico is (to use a Californian term) awesome. We were regaled with the history and stories of conflict by one of the veterans guarding and tending the memorial. It felt a little like when Indiana Jones meets the guardian of the Holy Grail :) A must see when visiting SD.",50,Mt. Soledad National Veterans Memorial,November 2019
traveller0752_10,Well worth a visit,With a fantastic 360 view and a real tribute to America's military services this monument ir really worth the time it takes to get there.There is plenty of parking after the drive to the top of the highest elevation in the area.brimg your camera to capture the moment.,50,Mt. Soledad National Veterans Memorial,November 2019
stdgmail,An unexpected stop,The history how this site was purchased by a veteran organization to save the cross and honor veterans was impressive.,50,Mt. Soledad National Veterans Memorial,November 2019
DT1824,Coolest Cove!,What a spectacular view of the Pacific Ocean and coastline! I have never before seen so many seals and sea lions enjoying themselves. They were swimming and sun bathing. They don’t pay any attention to the people gawking at them. It was a fabulous experience for our whole family!,50,La Jolla Cove,November 2019
ijsmith1,See Sea Lions Galore!,"Very serene visit to La Jolla Cove.  We really loved observing the sea lions for about three hours & took loads of pictures of them in this natural habitat.  They'll even come right up to you, but please resist touching.",50,La Jolla Cove,September 2019
douglas d,Bella!!,"I live here. This is a must see if you are  in the northern part of San Diego. Car needed--no good public transit. Prob OK to UBER if you are making a day of it. Beautiful to take a walk around and enjoy the beauty,the sea life, have a picnic. Lots of nearby restaurants.",50,La Jolla Cove,November 2019
Mike S,Excellent beach and views,The la Jolla cove is one of San Diego hidden jewels. Plenty to see and enjoy. A great place to just walk and enjoy the ocean views. Plenty of longer walks are all around the are.,50,La Jolla Cove,December 2019
Colin J,Too busy,"Looked wonderful, fresh sea air, but far too busy with nowhere to park to enjoy it. There are far quieter coves on the Pacific Highway so drive north and enjoy.",20,La Jolla Cove,November 2019
dancinggoats,Fantastic displays,Had not been back for over 30 years--wow what a change. Displays are great with tremendous areas for the animals. It was rainy and misty on the day we were there but did not take away from the adventure. Guides were very informative and helpful. Loved it!,50,San Diego Zoo,December 2019
T O,Disappointed for walking -challenged people,"The eaterly was horrible. Awful Chinese lunch for 3 cost almost $50. What visitors should do is, stamp their hands and go outside and visit the neighborhood restaurants.",20,San Diego Zoo,November 2019
Graciela T,Great! Lots of walking,"We went in July and  we decided to walk since we usually do, but had never been to any large zoos like this one. Big mistake. Try and use the buses and take strollers for children. We did use the tramway which was nice. They had all kinds of shows going on throughout the day so it was very entertaining. ",50,San Diego Zoo,July 2019
Jeccy56,Well worth the visit ,"As with any attraction food is quite expensive, but you can bring your own in your backpack, which is what we did. ",50,San Diego Zoo,November 2019
Heirloom29,Celebrating 4th birthday,"I had not been to this zoo for over 25 yrs.  It was quite pleasant to visit it again, particularly with a 4 yr old that loves animals.  Too bad we came during the week, so the 4 year old could not feed the girafas (favorite animal.)",50,San Diego Zoo,November 2019
Gayle L,We took a bike tour to this Memorial,The bike tour was phenomenal as was the view at the Veterans Memorial. We took time to read the various stories and the names of the memorial. It was quite touching.  ,50,Mt. Soledad National Veterans Memorial,September 2019
_alison_hendriks,Easy drive for an amazing view at night,We drove up after dinner while staying at La Jolla. It worth the short drive. You can view 360 degrees. All the lights were around 180 degrees on one side. You are surrounded by million dollar sparking lights view. I used the I phone flash night since the ground was a little dark.,50,Mt. Soledad National Veterans Memorial,October 2019
KaimukiGirl24,Beautiful solemn dedication to our veterans!,Beautiful setting for this monument honoring our veterans. The granite enclosed pictures of veterans that surround this monument remind us of those who have served to preserve the freedoms we tend to take advantage of. The views of San Diego are spectacular from this site and a nice respite from all the traffic viewed from above. Definitely worth visiting when you can.,50,Mt. Soledad National Veterans Memorial,October 2019
Lauri W,"Overlooks San Diego, LaJolla and more!","Very impressive memorial! We went as a part of the LaJolla beach trolley tour. The view is just beautiful, and so is the memorial.",50,Mt. Soledad National Veterans Memorial,October 2019
jamasiangal,Emotional and beautfiul,I loved that there were veterans there to talk to and share their stories.  It also provides you with a spectacular view of the city.  Worth honoring those who gave so much for all of us.,50,Mt. Soledad National Veterans Memorial,June 2019
486carolynp,Enjoy nature and relax with the sea lions,"Smells a bit dreadful, but the experience of sea lions in their natural environment makes up for it :)  The animals are tolerant of the crowds, but don't be the one to crowd them.  They are fun enough to watch from a respectful distance and the experience is worth the calm.  Be prepared to park in the neighborhood and walk down to the beach or you can pay to park, and you will still need to walk a bit",40,La Jolla Cove,November 2019
926lauran,Breath taking!,"When we return to San Diego, we will stay in La Jolla. The town is beautiful. The beaches are so amazing. They gave beaches with bolder rocks and beaches with sand and boardwalks. So many nice places to eat. Breath taking views!",50,La Jolla Cove,November 2019
baseballfamily13,A Romantic Escape,"One of the most beautiful places to escape by finding a cozy, comfortable spot and just taking in the entire experience. Let nature take you away and even more fun if you are with a special someone. It can be so romantic. Great to plan to spend the day, picnic etc.",50,La Jolla Cove,November 2019
