review,travel_date,rating,place,usr_code,title
"The beautiful white marble building stands tall upholding the stature of this temple of justice. The parthenon like architecture at the front is adorned by intricate carvings. Perfect for a blue hour shot, get your tripods for that. ",June 2019,50,Supreme Court,AzimuthalP,Beautiful Building
stopped for a quick lunch after capitol & supreme court visit. the building in itself is stunning! there are a lot of shops also and a great food court downstairs.,June 2019,40,Union Station,susan2909,"Fab building, shops & food court"
"We came in by Amtrak from NYC and Union Station was great. it was very clean and easy to get around. The building itself is beautiful. Once outside, a very helpful gentleman kept the taxi line moving and found us a larger cab for our family of 4 with luggage. A smooth and efficient operation.",April 2019,50,Union Station,Kevin G,Very Convenient
"Union station a beautiful majestic old building. Very busy and signage a little unclear.  As it was our  first time we headed straight to the information board only to find it had no departure infirmation on it. Obviously we looked like tourist and we approached a gentleman with a red hat,  red t shirt and a radio to ask for direction.  Jerry was very friendly and offered to help us. We were a little sceptical at first as he offered to take our bags but he explained that this was a free service and that we had a choice.  We looked around and saw some locals also being assisted by Jerry and from there on we relaxed and followed him as he took up and our bags to the train, unloaded everything and showed us the amenities.  We gave him a tip on the advice of the locals and it was money well spent. Thank you Jerry, and a great service. Would recommend if like us you are traveling with large bags. ",July 2019,50,Union Station,295tonid,"Easy, convenient and Red Hat service was great"
The food court has many options for the whole family.  The Walgreens is there for small neccessities. ,July 2019,40,Union Station,musicgirl911,Lots of choices
Highly recommendable!,April 2017,50,National Cherry Blossom Festival,TheRealGelatoGirl,"Wonderful, just wonderful"
"We spent $10 on two small chicken skewers and Romaine lettuce with coleslaw and teriyaki sauce. We were able to get much more food from brick and mortar establishments not far there. The Taste was decent, but $10 is expensive.",April 2017,40,National Cherry Blossom Festival,Hsphoser36,overpriced food 
If you are lucky to visit Washington at this time of the year then you must experience the Cherry Blossoms.  I love walking around the streets/monuments and taking in the natural beauty of these trees.  It adds another dimension to the monuments etc that you visit.,April 2017,40,National Cherry Blossom Festival,939PaulW939,Nature at its best
Overall a great day to enjoy the kites...,April 2017,50,National Cherry Blossom Festival,795vidhis,Wow.. what a sight...
"I really enjoyed seeing Union Station, it's massive and is a major transportation hub for the metro, commuter trains, Amtrak, and rental cars. It's a historic building with great architecture. It also contains a mall with many shops and restaurants.",July 2019,50,Union Station,855darylw,Great architecture
We have been to DC many many times before but this past weekend was simply amazing. We got to catch the kite festival as well as the 10mile runners and just the beauty of the blossoms in general. Any time you can plan to be there last week of march/first week of april you should!,April 2017,50,National Cherry Blossom Festival,travelingenigma,Amazing and a must to see.
"This venue is unbelievable and gets better every time I visit.  I have never seen a ""governmental"" site in any country that is remotely comparable.  If you are in the area - go.  The only drag is the security aspect which I understand is necessary, but it was so much better when you could visit without restrictions.",April 2019,50,U.S. Capitol Visitor Center,Marion M,Outstanding But Security A Drag
Very nice place t get some history of our country.  They have personal tours you can take and Movie to learn about our history.  You can walk the hall of the capital.  great experience,August 2018,50,U.S. Capitol Visitor Center,Tawanda M,Nice Attraction
This is very large so it will hold lots of people and plenty of places to relax and take a break.  restaurant with a variety of foods is in there and a gift shop.,March 2019,50,U.S. Capitol Visitor Center,BRBE001,MUST DO THIS IF YOU ARE IN DC
"I visited the U.S. Capital Visitors Center on a very busy Tuesday morning after Cherry Blossom Week.  I arrived about 10am for an 11am tour.  There was a long security line outside going up the stairs.  It went quickly and I was inside within about 15 minutes.  I asked where to go for the tour even through I knew I was early.  They told me I was just in time to take the 10am tour if I wanted.  They “herd” you in a large auditorium to watch a short film on the history of our country.  It was great and made me very proud to be an American.  We exited to the rear of the theater into smaller groups with a tour guide.  We were all fitted with earphones so we could hear our guide.  It worked great.  We toured the oldest parts of the Capital and was given lots of interesting history regarding the construction, commissioning of paintings, statues, etc.  We ended our tour with a Q&A session.  Great tour and thankful our leaders feel it necessary for the people to see this great building!  Proud to be an American!!!!",April 2019,50,U.S. Capitol Visitor Center,Techfan2000,The Center of It All!
"Make sure to reserve your tickets. If representative can not get them for you, you can reserve yourself online. Tour uses headphones with the live guide piped in through microphone meaning you can hear despite large crowds. You do not see the galleries on this tour, you need special passes for each the house and the senate. ",April 2019,40,U.S. Capitol Visitor Center,anigro1,Guided tour 
A very relaxing place as it is intended. We didn't have enough time this time so we'll revisit to slowly enjoy the exhibitions and the surrounding. ,October 2018,40,U.S. National Arboretum,656teee,Nice place to relax on a clear day in fall
"You can drive around if you want, but this was a lovely place to just wander around. The Bonsai collection is the most obvious Thing To Do, and is well worth your time, but the whole area was peaceful and serene. The different collections have quite well written pamphlets, raising the walk above merely looking at plants.",October 2018,40,U.S. National Arboretum,tripleplay97,A lovely walk
We always visit the Arboretum when we go to DC.  It is so interesting to see the unusual plants.  This is a great learning experience and very peaceful.,October 2018,50,U.S. National Arboretum,boham2017,Great ideas for home gardens
What a treat to explore the arboretum on a sunny Sunday afternoon. The Bonsai exhibit is extensive and very informative. Walking among the columns in an unusual way to experience the Capitol’s history. The fields were flush with color. It was perfect picnic weather and easy to walk among the key sites.,November 2018,50,U.S. National Arboretum,creativecrew,Lovely fall afternoon 
"The blossoms this year seemed to last longer than other years. Many of he trees around the basin seemd to go from pink to white and then got pink again our final day there. There are different varieties of trees around the basin and in other areas close by. They have a bus in DC called the Circulator and it costs $1 It was fun riding it around several different routes (even goes out to the Zoo). We were there for the parade which had a good number of large balloons and bands in it that made it interesting to watch. All in all, it is a very nice event.",April 2018,50,National Cherry Blossom Festival,HarperVoyages,Walking through clouds of pink flowers
"Went the first week in April during the festival.  Trees were beautiful and in full bloom.  They had a stage with singers and 2 tiny shops in  tents, just wish they had more activities for the festival. On Sunday, there was a marathon and it was PACKED.",April 2018,30,National Cherry Blossom Festival,TravelingWoman213,Would have liked more activities
"It is not just about the experience of seeing rows and rows of beautiful cherry trees in bloom. There are cultural, historical and museum activities, walks, parades, music performances, cherry-bloom themed souvenirs. This is a must-see in Washington, DC.",April 2018,50,National Cherry Blossom Festival,Maria K,"Beautiful festival, celebrating flowers in bloom"
The parade is nice but walk the tidal basin. Get up early just before the sunrise and enjoy the tranquility. There are web sites that tell you the peak blooming days.,April 2016,50,National Cherry Blossom Festival,Brellie,Must see
The cherry blossom is so pretty.  I caught it right before peak bloom and was around for a day or two.  The sight is pretty awesome to see especially around the Basin.  If the day is nice and you are up for a nature walk then this is for you.  The bonus is all the monuments in the area...,February 2016,40,National Cherry Blossom Festival,darrenkmiyamoto,What a sight 
"Very crowded, to be sure! Peak week changes every year! Different species of Cherry trees offer different colors & fragrance or not. Mostly lovers, families, very few solo flyers. Great for groups too.",April 2016,40,National Cherry Blossom Festival,GlobalGoddessTeresa,Beautiful Springtime Activity in Mid-Atlantic!
What a way to start spring with. Went on my 50th Birthday and it was the first day. If you don't like crowds I would recommend waiting about a week later to visit. The Cherry Blossoms are stunningly beautiful they make you happy as you walk under the canopy of trees loaded with blossoms. a camera is a must.,March 2016,50,National Cherry Blossom Festival,lae76465,Gorgeous Blossoms!
"Nevertheless, walking along the tidal basin and seeing the stunning cherry blossoms is an experience in itself.",April 2016,40,National Cherry Blossom Festival,Lynn B,So beautiful!
"From the top, you can see most of Washington main building. It is worth going up there. Be aware that the place is small",March 2019,50,Old Post Office Pavilion,yveslouisp,Not easy to find but worth it
"This is located in the Trump Hotel. You enter by the Starbucks and wind your way back to two sets of elevators. At the first set your bags will be checked - no big deal. You ride a glass elevator up through the atrium of the hotel. This hotel is opulent so the ride is nice. Next you wind your way to the second elevator where you will view the ropes used to ring the bells- White Chapel Bells you won’t actually see. This second elevator is small - holds 5 people. Once at the top of the tower, there are two levels of viewing both in an open air environment. There are pained windows on one side but the 3 other side just have wires so it get quite breezy.  You will be able to view the clock mechanism and see the views which are very nice.  This is a hidden gem and if you are close by go and take the time to see.",March 2019,50,Old Post Office Pavilion,juliebfromindy,Good vantage point to view Capital
Beautiful hotel inside and out. Dinner and sevice excellent.  Benjamin Bar and Lounge;fine beverages and food Also offers an elegant  high tea..,February 2019,50,Old Post Office Pavilion,Purple4444,"Excellent food, service atmosphere"
"I try to take out of town guests here as early in their trip as possible.  The views are fabulous and it is staffed by park rangers to answer all your questions. Situated just north of The Mall, it will orient you to all the fabulousness that is DC.  A little tricky to get to - exit the Federal Triangle Metro on the 12th St side, walk across the street to the Starbucks and you will see the entrance. The tower is a part of the Trump Hotel building but there is no access from the hotel.",March 2019,50,Old Post Office Pavilion,Beth455,Gorgeous views of DC!
"A friend and I did afternoon tea at Trump Hotel and then visited the gift shop. To our surprise, there was a tour of the clock from the Old Post Office. What a gem in the heart of DC with sweeping views across the entire mall and spilling into VA and beyond. It was cloudy on or visit but still delightful to see the city from this perspective.  The closest I will ever get to seeing the Nations Capital from a birds eye-view that only few get to see by air.  Great for history lovers and families !",March 2019,50,Old Post Office Pavilion,AonMileFailte,What a Gem!
"We had some time to kill before boarding a train back home at Union Station.  This museum is located right next to Washington D.C.'s Union Station, so it is a great place to spend some time if you arrive early for your train or bus.  As you would expect, there is a lot of information about stamps here, but also a lot of great exhibits about the history of delivering mail and packages in the U.S.  My wife and I found the Pony Express exhibit very interesting!  If you have a stamp collector in your family, the gift shop was, bar-none, a fantastic resource for old stamps, first day issue covers and all things post office related.  ",June 2019,40,National Postal Museum,Eric C,Off the beaten path...but a fun visit nonetheless!
The history of the postal stamp is quite interesting.  Well worth your time to visit this small museum.  The gentleman at the Information Desk is well informed and appears to enjoy his job.  The only disappointment we experienced on our visit was the number of employees standing around in groups gossiping right in front of displays.,July 2019,40,National Postal Museum,nextbigadventure123,Excellent Museum
My mother said I should go - and she was right.,June 2019,50,National Postal Museum,OSUGrad84,Not just about stamps.
I attended a business party at the spy museum and was pleasantly surprised at how fun it was. There were many interactive exhibits that made it more than just another boring museum. I would definitely go back!,September 2019,50,International Spy Museum,Amw2003,Very cool spy museum
"We made a 3:00 reservation with ticket purchase. As we entered the building large groups of kids, most of whom seemed to be junior high age, were turned loose by chaperones with reminders to meet at the exit in an hour or two. The museum was packed three deep from displays and interactive devices. We wondered what the cap was for the reserved entrance tickets - there were about 300 too many folks for the space to be comfortable and appreciated. The portions we were able to experience were interesting and informative.",October 2019,30,International Spy Museum,Pam C,We spied way too many people!
We went first thing in the morning on a week day in the summer and it was already so busy that we couldn't do many of the interactive displays.  What I did see was great.  The stories behind all of the spies were really interesting to adults and kids.  Unfortunately it was just way too busy to do everything we wanted to see the day we visited.  The entrance was also a bit hard to find from the metro.  Be sure to look at maps before you go.  ,June 2019,30,International Spy Museum,AllisonW495,Great museum but very busy
"Stopped by on a Sunday. The museum had light traffic and the air conditioning was keeping the place nice and cool. It is just across front eh White House, so on a super hot day this was a nice oasis. The museum is not large, but what it has is great! Very tastefully done and the temple built inside was exceptional. Will definitely go back for suture exhibits!!",July 2019,50,Renwick Gallery,bmorris1929,Excellent gem!!
"Lovely small collection, and if you burned out in some of the other massive museums, try this one. Interesting and small enough to see without getting weary.",July 2019,40,Renwick Gallery,timd7continents,Bite-sized (which you sometimes need)
"We visited the Renwick after spending most of the previous day at the National Gallery and I gotta say that the Renwick kicked the latter's butt.  Of course, the Renwick is mostly modern and contemporary art but we visited those sections at the National Gallery and the pieces at the Renwick were much more impressive.",July 2019,50,Renwick Gallery,PORTLOVR,Great!!
Absolutely wonderful!  The exhibit there now is stunning.  Easy in and out right near the White House.  It only has two floors and is easily seen in <1 hour.  It's a don't miss.,August 2019,50,Renwick Gallery,654robertf654,Awesome small crafts oriented museum
"I recently had my first visit to the Supreme Court.  It was nice to see all the history they have on display for the public to view.  There was artwork of the Justices, the history of the court, and various other artifacts.  I was expecting a quick in and out, but spent about an hour.  Please know that for part of the summer the actual court is off limits as they clean it.  The outside gardens are also a very nice spot to have a quick snack if you brought some.",August 2019,50,Supreme Court,Jrd P,More than expected
worth an hour to look at building and exhibits.  Though court was not in session could not see inside court.  ,August 2019,50,Supreme Court,Mike_OCP,Impressive building
Most of the places in DC have a very heavy Roman influence and this more than others. Very large and beautiful from the outside.,August 2019,50,Supreme Court,OCDane,Beautiful building 
"As someone who worked in the Court Service for many years I was eager to visit the Supreme Court. It is an impressive building in Roman style. You go through security but other than that you are free to roam through the marble hallways. Photography was allowed, to my surprise. The staff were helpful. There is a theatre where they show a film about the history of the building and includes input from some of the current and retired Supreme Court Judges. Worth a visit if you are at all interested in the law. It’s a shame the Courtroom was closed for painting, etc during the Summer recess but there is a model of it and you can see inside it on the film in the theatre. You enter through side entrances but at the end of your visit you can choose to walk down the impressive front steps which affords a good view of Capitol Hill and other Washington DC landmarks. ",August 2019,40,Supreme Court,katelY9936NH,Shame the Courtroom was closed
This terminus is architecturally interesting with the dome shape and it also a great gateway to tour Washington DC and travel by train and by bus. I travelled by bus to and from New York City through Megabus. It’s straightforward- I purchased my tickets online and the ride was smooth and comfortable!,August 2019,40,Union Station,Abipharm,Great terminus for tourism and business
You can choose to see the landmarks via the bus tour only to revisit them later in detail or use the hop on and hop off option. Again incredible landmark,November 2018,50,Supreme Court,800melaniej,hop on hop off bus tour
Nice train station with lots of eateries and shops.  Very pretty and not overcrowded.  We took the train to NYC and it was very easy.,July 2019,40,Union Station,842stacyc,Pretty Train Station
I visited Union Station for business and didn’t know what to expect but WOW. It is incredible. The architecture and infrastructure is vast and beautiful and incredibly well kept. It’s old and unique and grand. I’d recommend going out of your way to see the station. Just gorgeous. ,July 2019,50,Union Station,itsashleyskelly,Wow
"After reading a current article in Preservation Magazine about the revitalization of the Cincinnati Union Terminal, I would hope that Union station in DC could follow suit. This is an historic location with a beautiful main hall. Unfortunately the station has bedroom overrun with derelicts and panhandlers. The food court in the basement leaves a lot to be desired and the restrooms are filthy.That begin said, the sia good kocastion to stop by if you are waiting for a train. There is also Metro stop at the station and the  US Postal Museum is next door",August 2019,20,Union Station,tikvah48,A One-time Historic Wonder Needs Work
"Tip: Notice some homeless people lying down near the Fountain, Bell and Statue. I wonder how they are coping with the very hot and humid weather of Washington, DC.",August 2019,40,Union Station,LolaGo1,BEGAN MY DAY TOUR OF DC ATTRACTIONS HERE!
"The most disappointing part though was what the guide talked about. Maybe it was just our guide, but it was pretty much content free. “Hey, there’s a statue of Edison”, “do you know who this is - it’s Rosa Parks”, “Ronald Reagan’s statue is over a piece of the Berlin Wall”. With families, students, and some international guests I though it would have been a great opportunity to educate on how democracy works in the US, and how to involve yourself. I don’t think our guide mentioned once about voting, and certainly not about how the two houses operate together. It was simply a “pop culture” tour which due to it being late in the day was also rushed.",June 2019,10,U.S. Capitol Visitor Center,mikeandrews31,DO NOT take the walk-up tour
"Very well organized and informative. One problem - you cannot bring your water with you. Either bring an empty bottle and fill it in the water fountain, or - if you want bottled water - you are forced to buy it there.",May 2019,40,U.S. Capitol Visitor Center,A23A04,Interesting tour
The length of your visit is variable especially if you include having lunch there.,June 2019,50,U.S. Capitol Visitor Center,Janis H,Security is important
The Visitor's Center is full of statues and busts of all kinds.  It is very neat to see them all and to see the rotunda and all of the history there.  Take the time to go through a guided tour.  There are some really cool bits of info that you may miss just walking through on your own.,June 2019,50,U.S. Capitol Visitor Center,Diba V,Very neat place!
Decided to go here this year instead of all the traffic on the Potomac basin. There was a lot more to look at here than meets the eyes. Bonsai tree were very cool. They had tons of them. Some looked to be very old. Was a wonderful day just walking around the grounds and looking at the cherry blossoms.,March 2019,50,U.S. National Arboretum,NavyDave81,Looking at the Cherry Blossoms
"If you are in Washington DC to see the famous cheery blossoms and want to avoid the crowds, save the Tidal Basin (Jefferson Memorial) for a late evening oar after dark visit and head to the National Aberdeen during the day.  There are numerous cherry trees and other spring blooming trees including, forsythia, magnolia, and azaleas as well as daffodils and tulips. All of this without the overwhelming crowds.",March 2019,50,U.S. National Arboretum,mkozeal,Cherry Blossoms without Tidal Basin Crowds
"Be prepared to walk and that is good! Be aware that depending on the seasons, you will see different things. Inside are many specimens of bonsais which are truly remarkable. Your longest hike will be to the marble Greek columns. A bit uphill, and then a nice coast downhill. Dogs allowed! ",November 2018,40,U.S. National Arboretum,lfbmonkey,Go but be aware.............
"For years we've driven by the gates and didn't think it was an attraction or anything worth seeing because the entrance doesn't catch your eye.  Lucked up and decided to visit, we opted to drive through the Arboretum but there were plenty of people that decided to park and walk.  Plenty of interesting sights for nature lovers sprinkled with a little history at the columns (a treat).  We found this place on Sunday afternoon and even had a chance to see the cherry blossoms blooming on the beautiful trees (no problem with parking).  Very nice place to take your family and even walk the dog.....and it's FREE!",March 2019,50,U.S. National Arboretum,GAFamilyTraveler,Awesome unexpected visit
"A bit out of my he way but worth the trip (but the bus timetable from the Stadium Metro stop is inaccurate - three buses were scheduled to arrive when we were waiting and only one arrived, leaving a wait of nearly 40 minutes). Once you get off the bus (just AFTER the sign saying Netional Arboretum, walk back to the first street (about 50 metres) turn left and it is about 400m down.",March 2019,40,U.S. National Arboretum,stephenbrg,The bonsai collection is worth the visit
We chose this week to be able to see the Cherry Blossoms.  However it seems the whole world chose it too.  Traffic was horrendous. I do not recommend driving.  We stayed outside the city and took the metro in. Be prepared to walk.  We also used the Hop on Hop off which due to traffic was inefficient. The monuments themselves were great.  Lots of places to eat and shop.,March 2019,40,National Cherry Blossom Festival,Fifi1951,Whirlwind trip in DC
"Peak bloom occurs at the Tidal Basin in Washington DC on April first. No joke. However, weather permitting the blossoms stay a few days to a week. This past weekend, the temperature rose to low 80's. .A word of warning: Be prepared to large crowds, everyone wanting to take a selfie or landscape shot among the cherry blossoms. It was very crowded. Do not expect to get a prize winning shot unless you arrive way before sunrise. The white and pink flowers overlooking the Tidal Badin are a sight for anyone that loves flowers and long to be outside. Plan on wearing comfortable supportive shoes, a good pair of sunglasses and your patience. Stop and pose if you can. Construct a composition of the trees with the people or a building. Just live in the moment. The trees are only in bloom for a short period of time. Enjoy the outdoors",March 2019,50,National Cherry Blossom Festival,mayaphototrips,Its spring again
Very spectacular event only for a short time in the year to experience the cherry blossoms. Can get really crowded but still safe to families and groups. Also a great way to see the Jefferson memorial on the opposite side of the river ,April 2019,40,National Cherry Blossom Festival,portcent,Cherry blossoms fun
"Security all over the place, it takes 2 elevators to get to the top. We didn't have any lines or wait, it was a Tuesday. The views are nice, and it is FREE. It is only about a block away from the Train station, so handy to.",April 2019,40,Old Post Office Pavilion,loren h,free
The views are amazing. 5 stars for the view. zero stars for the rude park rangers. It would have been a nicer experience if the 'Park Rangers' were more friendly and engaging. Where do they find these people? More history would be nice too. ,May 2019,40,Old Post Office Pavilion,756love2travel,Enter thru the Starbucks
"We heard about the Old Post Office tower but blown away by the 360 view of the DC area. Got there about 1pm. No lines, no crowds. Really nice and pleasant Park Ranger.",May 2019,40,Old Post Office Pavilion,pds1231,Great View of DC & Free!
One not to be missed.,May 2019,40,Old Post Office Pavilion,Steve-and-Andie,Something for free
"The Post Office Museum and bell tower are absolutely the first place to stop on a trip to DC, especially if you have not been there before. The views of the city are unparalleled. You can really orient yourself as you plan your various excursions throughout the city. The park rangers who staff the site are friendly and knowledgeable. Such a hidden wonder. Many DC denizens don't even know how cool this place is.",May 2019,50,Old Post Office Pavilion,Philip H,Amazing 360 degree views of the city.
Great fun!,August 2019,40,National Postal Museum,Joan S,Who would have known!?
Absolutely loved this museum! We learned so much about spies and will probably never look at ordinary objects the same! We were there just under 4 hours and could probably have stayed longer except we had a train to catch. This is a must see museum for people of all ages! A shout out to the staff for going the extra mile in helping to change our reservation due to the Washington Nationals parade!,November 2019,50,International Spy Museum,Shelly S,Definitely 5 stars!
"Across the street from Union Station, take some time to visit this Museum.  They have the very rare Inverted Jenny stamps and many other cool stamps to view.  Make your own selfie stamp.  ",June 2019,50,National Postal Museum,G7225XAmarkc,Surprisingly great
"This museum has some interesting articles and information about the spy trade. Everyone is given a mission to accomplish at various computer stations throughout the museum but it was so crowded we abandoned the idea of completing our missions. It was difficult to see many of the exhibits due to the number of people and the traffic didn't flow. We didn't even go to the exhibits on the next floor. With so many free museums available, I wouldn't recommend this one unless you're an absolute spy fanatic.",November 2019,30,International Spy Museum,laurab9876,Interesting but too crowded
I thought the New Spy museum was a lot of fun however it was overpriced in my opinion. Make sure you have your walking shoes on.,July 2019,30,International Spy Museum,TomStJohn,"Nice Museum, Over Priced"
"I really liked this museum.  I will admit, it was very busy and we didn't get to interact as much with the displays as I wish we could have.  It was a weekend and it's a new museum.  Would recommend going during the week while it is still a new attraction.    ",October 2019,50,International Spy Museum,evb110,Fun and New
Take at least 30 min out of your day and visit!,September 2019,50,Renwick Gallery,PuyallupWallysWorld,"Very Cool and Very Fun ""Modern Art"""
The large “burning man” installation is certainly different but could usefully be rehoused elsewhere in order to expand the displays of modern craftsmanship. ,September 2019,40,Renwick Gallery,RoverP,Quality modern craftsmanship 
"The building is beautiful and the Art is fascinating. Loved the special exhibits and the small, intimate size of gallery. Staff was proud of the gallery and extremely knowledgeable.",October 2019,50,Renwick Gallery,rebeccacK1711UR,Unexpected highlight
Either way the gallery was interesting...and I'm glad I stopped to take a look.,August 2019,40,Renwick Gallery,David D,Interesting...some things are quirky...and some things are cool...
"I would like to tell you that there is no difference between the tours ( whether you walk through the door for a tour or set one up months in advance through your House Representative)except maybe the wait line is slightly shorter. I witnessed where the clerk that you check in with to validate your tour time that was set up by your House Representative told a man that he could stay in the line even though he realized that he had not gone through the proper channels and he was told “that’s alright you can stay in this line.” He clearly admitted that he just came in off the street for a tour. So from this observation and the fact that the lines were side by side, going through same doors, into same court room that tours are exactly the same. You see a tour guide in the courtroom that tells you you can not take any pictures in of the room. Gives you a brief lecture regarding the history, how cases are chosen, how cases are discussed and one ran out of time because people in our group were asking many questions, so he did not get to tell us about the architecture or much about the building of the building. Getting to see all of this is free and be prepared to go through airport like security each time you visit a Federal building of any type in DC. We checked it off bucket list like most things in Washington DC. This tour lasts about 25 minutes once you get inside. Wait time for us was about 15 minutes. ",September 2019,50,Supreme Court,Shereetravel,Private Tour through House Representative
"The Supreme Court, as the home of one of the three arms of the US government, is well worth visiting.  There is a film and  exhibition, which tells the story of the evolution of the court, including the building itself, which dates from the 1930's.  The process the court uses to scrutinise legislation and hear cases is well explained.  There are also portraits of past judges and profiles of significant appointees (first female, first black).  You also have the opportunity to see (but not enter, on the day we were there) the court chamber and appreciate the fine architecture of the building itself.",September 2019,40,Supreme Court,190Daniel,An interesting and informative visit to a handsome and distinguished building
"We didn't go in, not part of our tour to go in. This is a very impressive looking building and worth getting a picture of. You might want your picture taken in front of the building if you are a lawyer.",September 2019,40,Supreme Court,Robert S,Impressive looking building
"Walking through the hallowed halls, getting educated by knowledgeable guides as to the unknown shenanigans that took place in and around this building is an experience that was very interesting! The U. S. Capitol houses architecture, paintings, sculptures, and who knows what within it's walls, not to mention all the history and other drama that could and did take place! This is a National Landmark that you can visit and walk through that's on a scale of grandeur not being done anymore. To understand the reasons that these buildings were made the sizes they were: out of the materials that they used; is to understand the history of their times, and by walking around all that history you can pretend to have slipped back in time.. for just a moment.. you don't want to run into a statue- they hurt- trust me. I suggest a trip to the U.S. Capitol as it will be worth your time!",May 2019,50,U.S. Capitol Visitor Center,arts713,Take a walk through our history!
Short but very informative. Sitting in the courtroom was really neat. Court was not in session so the tour guide could take more time,October 2019,50,Supreme Court,L D,Guided tour
"Unless you make arrangements with your Member of Congress, you are going to experience this new visitors center  - it is clear it is here to stay.  I was struck that an entire generation will never know about a visit to the Capitol pre visitors center and for that I am sad.",June 2019,30,U.S. Capitol Visitor Center,JeffBreedlove,Mixed Feelings
Thank you Justin for your attentiveness and professionalism.,July 2019,50,U.S. Capitol Visitor Center,Hondo79,Pleasant surprise
"Our tour of the Capitol was the highlight of our first trip to Washington, and tour guide Norah O'Reilly was the most informative and engaging guide we have ever had, anywhere. She gently yet efficiently brought us through the treasures of this incredible building and her level of knowledge and enthusiasm for the history, art and politics of the place was hugely impressive and inspiring. We managed to get into the viewing gallery of the House of Representatives afterwards which was so exciting. An incredible visit.",July 2019,50,U.S. Capitol Visitor Center,Helen B,An incredible experience
Cafeteria on-site was above average quality.  Go to the bathroom while in the main hall as there are no washrooms on-tour,August 2019,50,U.S. Capitol Visitor Center,MikefromTorontoR,Well run and efficient even though it looks busy
A lovely place to explore.  Great food court on the ground floor and other dining options.  Love the architecture.  . ,August 2019,50,Union Station,Mya2018,DC
Very expensive parking for us South Africans at US$22 for half day.,August 2019,30,Union Station,Russell D,Impressive landmark and Tour start point.  Parking expensive.
"I did not check out the restrooms here but if they are really dirty, an alternative would be to walk across the street to the Postal Museum and use the ones there. The one I used there was spotless. You will have to go thru security but it might be worth it.",September 2019,50,Union Station,John M,Impressive Place
Enjoyed arriving here and wandering through. Beautiful design and nice portico. Really impressive walking out and seeing capital hill.  Easy access to taxis helped us a lot. Oh and a couple of good eateries. Nicely done !,September 2019,50,Union Station,Andrew-Leakey,Grand !
"Inside there is metro services, amtrak & Bus services as well which are all very well laid out.",September 2019,50,Union Station,Praths-BLR,Good architectural marvel at city center
"We visited Easter Sunday.  The sun was out, the azaleas were blooming, families, couples, dogs, children....everyone was enjoying with walks and picnics.  There are a number of sections to visit.  The azalea section was beautiful and very nicely marked with varieties clearly shown.  The Capital column area was interesting and just walking around different areas was fun.  There were a fair number of people enjoying the day, but I am told that usually there are not many at all visiting which is too bad as it is quite lovely and well maintained.",April 2019,50,U.S. National Arboretum,grapefarmer,Wonderfully peaceful place to visit
"This relatively fine oasis in the middle of Washington is a lovely place to spend an afternoon. Many fine trails, lots of gardens and displays. They have done an excellent job for the novice in detailing the flora that is there and how we impact its existence and how it impacts our existence. Worth the time spent there. It has free parking and no entrance fees.",April 2019,40,U.S. National Arboretum,Barry R,Lovely change from miles of Granite and Marble
"First off let me say that the place is beautiful. However, my car windows were smashed out and things stolen while we were at the columns. Security came as well as the police and everyone was extremely helpful and caring. Will I go back? Sadly no. ",May 2019,50,U.S. National Arboretum,Yvonne S,Beautiful but be cautious.
"We spent quite a number of hours here and only saw about a third of the park. We were lucky to be in town when the azaleas were in bloom, so we started there. Next, on to the Bonsai Museum — WHICH WAS INCREDIBLE! We then visited the old Capitol columns — a cool oddity in the park!  We’ll be back another day to explore more of the Arboretum! ",May 2019,50,U.S. National Arboretum,643jima,TREE-mendous!
Highly recommended!,April 2019,50,U.S. National Arboretum,andymI8846WM,Great place a bit off the beaten path
Took my son and we were so impressed with the experience and staff there. So many interesting facts and a must see. ,June 2019,50,National Geographic Museum,Bill K,Great experience
Great exhibit.  The layout was well-planned and they had some fantastic pieces.  The $15 admission seems a bit high for an exhibit that can be viewed in less than one hour.,June 2019,40,National Geographic Museum,514JenniferM,Queens of Egypt
"This was one of the absolute best exhibits we've ever seen on Egyptian antiquities. Beautiful displays with thoughtful commentary and written in excellent detail. The many statues and other objects on display, including many mummies in various forms are awesome to see and learn about.  Outstanding way to spend a few hours in DC , especially when you've see all the usual monuments!",July 2019,50,National Geographic Museum,Donnalit111,NatGeo Museum- Queens Of Egypt exhibit
This is an interesting museum that has a variety of exhibits. It is good to see while you’re in DC. The area has a lot to offer. ,July 2019,50,National Geographic Museum,DustinK1,Interesting 
"Their exhibits are always first-rate. And its location is near many public transportation, hotels, restaurants and office buildings.",June 2019,50,National Geographic Museum,Spacefarer,Great exhibits in convenient downtown DC
-  Please don't shake the trees to get petals in your pictures.  I saw people doing that this weekend and it's a shame because it reduces the beauty for people coming later.,April 2019,50,National Cherry Blossom Festival,CuriousTraveler8048,The Flowers Are Fabulous
"The view of the Cherry Blossoms around the Tidal Basin is 2nd to none, but so are the crowds. Visited there on a Saturday at the height of the window where the cherry blossoms were at their peak. This is a one-time must see, but if you can do it on a non-Friday/Sat/Sun; you might have better luck with the crowds.",April 2019,50,National Cherry Blossom Festival,George T,A Definite Bucket List Item - Be Prepared for Massive Crowds.
"The trees along the tidal basin en mass are stunning to say the least. While crowded, worth a slow stroll to see the blooms and watch the petals blow off in the wind. ",April 2019,50,National Cherry Blossom Festival,BoboTravlr,Spectacular
